"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","record_id","session","project","state_1_ids","state_1_key","state_1_choice","state_1_rt","transition","state","state_2_ids","state_2_key","state_2_choice","state_2_rt","outcome","rocket_colors","planet_colors","screen_resolution","minimum_resolution","trial","drifts","drift_ix","browser_interactions","missing"
"true","false","[]","[]","[]","preload","0","17","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","2498","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","2","3927","0.0-2.0","1424","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","3","31963","0.0-4.0","28032","","","[{""page_index"":0,""viewing_time"":1133},{""page_index"":1,""viewing_time"":777},{""page_index"":2,""viewing_time"":26121.000000000004}]","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","4","41321","0.0-5.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","1287","1","1","[2,3]","1","3","6057","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","1","[0.44,0.385,0.62,0.421]","1","0","false"
"","","","","","two-step-trial","5","50113","0.0-6.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","4669","0","0","[0,1]","1","1","2111","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","2","[0.427,0.383,0.623,0.388]","1","0","false"
"","","","","","two-step-trial","6","61734","0.0-7.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","6236","1","1","[2,3]","1","3","3371","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","3","[0.366,0.399,0.638,0.394]","1","0","false"
"","","","","","two-step-trial","7","67906","0.0-8.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","1946","1","1","[2,3]","1","3","2214","1","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","4","[0.352,0.371,0.644,0.424]","1","0","false"
"","","","","","two-step-trial","8","78095","0.0-9.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","3550","1","1","[2,3]","1","3","4628","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","5","[0.387,0.418,0.671,0.445]","1","0","false"
"","","","","","two-step-trial","9","84837","0.0-10.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","2362","0","0","[0,1]","1","1","2370","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","6","[0.376,0.44,0.655,0.477]","1","0","false"
"","","","","","two-step-trial","10","90804","0.0-11.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","2222","1","1","[2,3]","1","3","1733","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","7","[0.376,0.46,0.674,0.453]","1","0","false"
"","","","","","two-step-trial","11","102647","0.0-12.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","2100","1","1","[2,3]","1","3","7733","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","8","[0.37,0.476,0.645,0.47]","1","0","false"
"","","","","","two-step-trial","12","113871","0.0-13.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","4240","0","0","[0,1]","1","1","4974","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","9","[0.349,0.439,0.653,0.482]","1","0","false"
"","","","","","two-step-trial","13","118804","0.0-14.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","1963","1","1","[2,3]","1","3","956","0","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","10","[0.347,0.471,0.629,0.478]","1","0","false"
"","","","","","two-step-trial","14","122716","0.0-15.0-0.0","","","","","test7","undefinedundefined","undefined","[0,1]","1","1","928","1","1","[2,3]","1","3","973","1","[""#955db9"",""#48a782""]","[""#5f6f81"",""#7f5d5d""]","[980,1644]","1","11","[0.346,0.411,0.666,0.456]","1","0","false"
